name,class,label,count
Fex-miRN1161,miR-1161,4239,2
cre-miR1161,miR-1161,4239,2
Cre-miR1162,miR-1162,2361,3
Fex-miRN1162,miR-1162,2361,3
cre-miR1162*,miR-1162,2361,3
Cre-miR1163,miR-1163,2362,3
Fex-miRN1163,miR-1163,2362,3
cre-miR1163.2,miR-1163,2362,3
Fex-miRN1164,miR-1164,4240,2
cre-miR1164,miR-1164,4240,2
Cre-miR1165,miR-1165,2363,3
Fex-miRN1165,miR-1165,2363,3
cre-miR1165*,miR-1165,2363,3
Gbi-miRN1166,miR-1166,2364,3
cre-miR1166.1,miR-1166,2364,3
cre-miR1166.2,miR-1166,2364,3
Cre-miR1167,miR-1167,4241,2
Gbi-miRN1167,miR-1167,4241,2
Cre-miR1168,miR-1168,913,5
Gbi-miRN1168,miR-1168,913,5
Vca-miR1168,miR-1168,913,5
cre-miR1168.1,miR-1168,913,5
cre-miR1168.2,miR-1168,913,5
Gbi-miRN1169a,miR-1169,2365,3
cre-miR1169,miR-1169,2365,3
cre-miR1169*,miR-1169,2365,3
Gbi-miRN1170a,miR-1170,2366,3
cre-miR1170.1,miR-1170,2366,3
cre-miR1170.2,miR-1170,2366,3
Gbi-miRN1171,miR-1171,4242,2
cre-miR1171,miR-1171,4242,2
Cre-miR1172,miR-1172,1409,4
Gbi-miRN1172a,miR-1172,1409,4
cre-miR1172.1,miR-1172,1409,4
cre-miR1172.2,miR-1172,1409,4
Gbi-miRN1173,miR-1173,4243,2
cre-miR1173,miR-1173,4243,2
miR-1174,miR-1174,1410,4
miR-1174,miR-1174,1410,4
miR-1174,miR-1174,1410,4
Gbi-miRN1174a,miR-1174,1410,4
miR-1175,miR-1175,116,30
miR-1175-5p,miR-1175,116,30
miR-1175-3p,miR-1175,116,30
miR-1175-5p,miR-1175,116,30
miR-1175-3p,miR-1175,116,30
miR-1175-5p,miR-1175,116,30
miR-1175-3p,miR-1175,116,30
miR-1175-5p,miR-1175,116,30
miR-1175-3p,miR-1175,116,30
miR-1175-3p,miR-1175,116,30
miR-1175-5p,miR-1175,116,30
miR-1175-3p,miR-1175,116,30
miR-1175-5p,miR-1175,116,30
miR-1175-3p,miR-1175,116,30
miR-1175-5p,miR-1175,116,30
miR-1175-3p,miR-1175,116,30
miR-1175,miR-1175,116,30
miR-1175-5p,miR-1175,116,30
miR-1175-3p,miR-1175,116,30
miR-1175-5p,miR-1175,116,30
miR-1175-3p,miR-1175,116,30
miR-1175-5p,miR-1175,116,30
miR-1175-3p,miR-1175,116,30
miR-1175-5p,miR-1175,116,30
miR-1175-3p,miR-1175,116,30
miR-1175-5p,miR-1175,116,30
miR-1175-3p,miR-1175,116,30
miR-1175-5p,miR-1175,116,30
miR-1175-5p,miR-1175,116,30
Gbi-miRN1175,miR-1175,116,30
Gbi-miRN1176,miR-1176,4244,2
ddi-miR1176,miR-1176,4244,2
Gbi-miRN1177a,miR-1177,4245,2
ddi-miR1177,miR-1177,4245,2
miR-1178-5p,miR-1178,2367,3
miR-1178-3p,miR-1178,2367,3
Gbi-miRN1178,miR-1178,2367,3
miR-1179,miR-1179,2368,3
miR-1179,miR-1179,2368,3
Gbi-miRN1179a,miR-1179,2368,3
miR-1180-5p,miR-1180,626,7
miR-1180-3p,miR-1180,626,7
miR-1180,miR-1180,626,7
miR-1180,miR-1180,626,7
miR-1180-5p,miR-1180,626,7
miR-1180-3p,miR-1180,626,7
Gbi-miRN1180a,miR-1180,626,7
miR-1181,miR-1181,2369,3
miR-1181,miR-1181,2369,3
Gbi-miRN1181,miR-1181,2369,3
miR-1182,miR-1182,4246,2
Gbi-miRN1182,miR-1182,4246,2
miR-1183,miR-1183,2370,3
Gbi-miRN1183,miR-1183,2370,3
Ghi-miRN1183a,miR-1183,2370,3
miR-1184,miR-1184,4247,2
Gbi-miRN1184,miR-1184,4247,2
miR-1185-5p,miR-1185,340,13
miR-1185-2-3p,miR-1185,340,13
miR-1185-1-3p,miR-1185,340,13
miR-1185-5p,miR-1185,340,13
miR-1185-3p,miR-1185,340,13
miR-1185,miR-1185,340,13
miR-1185-3p,miR-1185,340,13
miR-1185,miR-1185,340,13
miR-1185,miR-1185,340,13
miR-1185-5p,miR-1185,340,13
miR-1185-3p,miR-1185,340,13
miR-1185-2-3p,miR-1185,340,13
Gbi-miRN1185a,miR-1185,340,13
Gbi-miRN1186,miR-1186,8788,1
miR-1187,miR-1187,4248,2
Gbi-miRN1187a,miR-1187,4248,2
miR-1188-5p,miR-1188,1411,4
miR-1188-3p,miR-1188,1411,4
miR-1188-3p,miR-1188,1411,4
Gbi-miRN1188,miR-1188,1411,4
Gbi-miRN1189,miR-1189,8789,1
miR-1190,miR-1190,4249,2
Gbi-miRN1190,miR-1190,4249,2
miR-1191a,miR-1191,1412,4
miR-1191b-5p,miR-1191,1412,4
miR-1191b-3p,miR-1191,1412,4
Gbi-miRN1191,miR-1191,1412,4
miR-1192,miR-1192,4250,2
Gbi-miRN1192a,miR-1192,4250,2
miR-1193-5p,miR-1193,312,14
miR-1193-3p,miR-1193,312,14
miR-1193,miR-1193,312,14
miR-1193,miR-1193,312,14
miR-1193-5p,miR-1193,312,14
miR-1193-3p,miR-1193,312,14
miR-1193-3p,miR-1193,312,14
miR-1193,miR-1193,312,14
miR-1193-5p,miR-1193,312,14
miR-1193-3p,miR-1193,312,14
miR-1193-5p,miR-1193,312,14
miR-1193-3p,miR-1193,312,14
Gbi-miRN1193a,miR-1193,312,14
Gbi-miRN1193b,miR-1193,312,14
miR-1194,miR-1194,4251,2
Gbi-miRN1194a,miR-1194,4251,2
miR-1195,miR-1195,4252,2
Gbi-miRN1195,miR-1195,4252,2
Gbi-miRN1196,miR-1196,8790,1
miR-1197-5p,miR-1197,738,6
miR-1197-3p,miR-1197,738,6
miR-1197-5p,miR-1197,738,6
miR-1197,miR-1197,738,6
Gbi-miRN1197a,miR-1197,738,6
Gbi-miRN1197b,miR-1197,738,6
miR-1198-5p,miR-1198,2371,3
miR-1198-3p,miR-1198,2371,3
Gbi-miRN1198,miR-1198,2371,3
miR-1199-5p,miR-1199,498,9
miR-1199-3p,miR-1199,498,9
miR-1199-5p,miR-1199,498,9
miR-1199-3p,miR-1199,498,9
miR-1199-5p,miR-1199,498,9
miR-1199-3p,miR-1199,498,9
miR-1199-5p,miR-1199,498,9
miR-1199-3p,miR-1199,498,9
Gbi-miRN1199,miR-1199,498,9
miR-1200,miR-1200,4253,2
Gbi-miRN1200,miR-1200,4253,2
Gbi-miRN1201,miR-1201,8791,1
miR-1202,miR-1202,4254,2
Gbi-miRN1202,miR-1202,4254,2
miR-1203,miR-1203,2372,3
Pab-miRN1203,miR-1203,2372,3
Gbi-miRN1203,miR-1203,2372,3
miR-1204,miR-1204,2373,3
miR-1204,miR-1204,2373,3
Gbi-miRN1204,miR-1204,2373,3
miR-1205,miR-1205,4255,2
Gbi-miRN1205,miR-1205,4255,2
miR-1206,miR-1206,2374,3
Gbi-miRN1206,miR-1206,2374,3
Smo-miRN1206a,miR-1206,2374,3
miR-1207-5p,miR-1207,1413,4
miR-1207-3p,miR-1207,1413,4
miR-1207-5p,miR-1207,1413,4
Gbi-miRN1207,miR-1207,1413,4
miR-1208,miR-1208,4256,2
Gbi-miRN1208,miR-1208,4256,2
Gbi-miRN1209,miR-1209,8792,1
Gbi-miRN1210,miR-1210,8793,1
Ppa-miR1211,miR-1211,2375,3
Gbi-miRN1211,miR-1211,2375,3
ppt-miR1211*,miR-1211,2375,3
Ppa-miR1212,miR-1212,4257,2
Gbi-miRN1212a,miR-1212,4257,2
Gbi-miRN1213,miR-1213,8794,1
Ppa-miR1214,miR-1214,4258,2
Gbi-miRN1214,miR-1214,4258,2
Ppa-miR1215,miR-1215,4259,2
Gbi-miRN1215,miR-1215,4259,2
Ppa-miR1216,miR-1216,4260,2
Gbi-miRN1216,miR-1216,4260,2
Ppa-miR1217,miR-1217,2376,3
Gbi-miRN1217,miR-1217,2376,3
ppt-miR1217-3p,miR-1217,2376,3
Gbi-miRN1218,miR-1218,4261,2
ppt-miR1218,miR-1218,4261,2
Ppa-miR1219a,miR-1219,2377,3
Ppa-miR1219d,miR-1219,2377,3
Gbi-miRN1219a,miR-1219,2377,3
Ppa-miR1220,miR-1220,2378,3
Gbi-miRN1220a,miR-1220,2378,3
Gbi-miRN1220b,miR-1220,2378,3
Ppa-miR1221,miR-1221,2379,3
Gbi-miRN1221,miR-1221,2379,3
ppt-miR1221-5p,miR-1221,2379,3
Ppa-miR1222a,miR-1222,627,7
Ppa-miR1222b,miR-1222,627,7
Ppa-miR1222c,miR-1222,627,7
Ppa-miR1222d,miR-1222,627,7
Ppa-miR1222e,miR-1222,627,7
Gbi-miRN1222,miR-1222,627,7
ppt-miR1222b,miR-1222,627,7
Ppa-miR1223a,miR-1223,628,7
Ppa-miR1223b,miR-1223,628,7
Ppa-miR1223d,miR-1223,628,7
Ppa-miR1223e,miR-1223,628,7
Gbi-miRN1223a,miR-1223,628,7
ppt-miR1223a,miR-1223,628,7
ppt-miR1223j,miR-1223,628,7
miR-1224-5p,miR-1224,460,10
miR-1224-3p,miR-1224,460,10
miR-1224-5p,miR-1224,460,10
miR-1224-3p,miR-1224,460,10
miR-1224-5p,miR-1224,460,10
miR-1224,miR-1224,460,10
miR-1224,miR-1224,460,10
miR-1224,miR-1224,460,10
miR-1224-3p,miR-1224,460,10
Gbi-miRN1224,miR-1224,460,10
miR-1225-5p,miR-1225,629,7
miR-1225-3p,miR-1225,629,7
miR-1225-5p,miR-1225,629,7
miR-1225-3p,miR-1225,629,7
miR-1225,miR-1225,629,7
miR-1225-3p,miR-1225,629,7
Gbi-miRN1225a,miR-1225,629,7
miR-1226-5p,miR-1226,2380,3
miR-1226-3p,miR-1226,2380,3
Gbi-miRN1226,miR-1226,2380,3
miR-1227-5p,miR-1227,739,6
miR-1227-3p,miR-1227,739,6
miR-1227,miR-1227,739,6
miR-1227,miR-1227,739,6
miR-1227,miR-1227,739,6
Gbi-miRN1227,miR-1227,739,6
miR-1228-5p,miR-1228,914,5
miR-1228-3p,miR-1228,914,5
miR-1228,miR-1228,914,5
miR-1228,miR-1228,914,5
Gbi-miRN1228,miR-1228,914,5
miR-1229-5p,miR-1229,2381,3
miR-1229-3p,miR-1229,2381,3
Gbi-miRN1229,miR-1229,2381,3
miR-1230,miR-1230,4262,2
Gbi-miRN1230a,miR-1230,4262,2
miR-1231,miR-1231,1414,4
miR-1231-5p,miR-1231,1414,4
miR-1231-3p,miR-1231,1414,4
Gbi-miRN1231,miR-1231,1414,4
miR-1232,miR-1232,4263,2
Gbi-miRN1232,miR-1232,4263,2
miR-1233-5p,miR-1233,1415,4
miR-1233-3p,miR-1233,1415,4
miR-1233,miR-1233,1415,4
Gbi-miRN1233a,miR-1233,1415,4
miR-1234-3p,miR-1234,4264,2
Gbi-miRN1234,miR-1234,4264,2
miR-1235,miR-1235,4265,2
Gbi-miRN1235,miR-1235,4265,2
miR-1236-5p,miR-1236,1416,4
miR-1236-3p,miR-1236,1416,4
miR-1236,miR-1236,1416,4
Gbi-miRN1236,miR-1236,1416,4
miR-1237-5p,miR-1237,1417,4
miR-1237-3p,miR-1237,1417,4
miR-1237,miR-1237,1417,4
Gbi-miRN1237,miR-1237,1417,4
miR-1238-5p,miR-1238,1418,4
miR-1238-3p,miR-1238,1418,4
miR-1238,miR-1238,1418,4
Gbi-miRN1238,miR-1238,1418,4
miR-1239,miR-1239,4266,2
Gbi-miRN1239a,miR-1239,4266,2
miR-1240,miR-1240,4267,2
Gbi-miRN1240,miR-1240,4267,2
miR-1241,miR-1241,4268,2
Gbi-miRN1241a,miR-1241,4268,2
Gbi-miRN1242,miR-1242,8795,1
miR-1243,miR-1243,1419,4
miR-1243-5p,miR-1243,1419,4
miR-1243-3p,miR-1243,1419,4
Gbi-miRN1243a,miR-1243,1419,4
miR-1244,miR-1244,2382,3
miR-1244,miR-1244,2382,3
Gbi-miRN1244,miR-1244,2382,3
miR-1245a,miR-1245,630,7
miR-1245,miR-1245,630,7
miR-1245b-5p,miR-1245,630,7
miR-1245b-3p,miR-1245,630,7
miR-1245-5p,miR-1245,630,7
miR-1245-3p,miR-1245,630,7
Gbi-miRN1245,miR-1245,630,7
miR-1246,miR-1246,2383,3
miR-1246,miR-1246,2383,3
Gbi-miRN1246,miR-1246,2383,3
miR-1247-5p,miR-1247,631,7
miR-1247-3p,miR-1247,631,7
miR-1247-3p,miR-1247,631,7
miR-1247-5p,miR-1247,631,7
miR-1247-3p,miR-1247,631,7
miR-1247-3p,miR-1247,631,7
Gbi-miRN1247,miR-1247,631,7
miR-1248,miR-1248,1420,4
miR-1248,miR-1248,1420,4
miR-1248-5p,miR-1248,1420,4
Gbi-miRN1248,miR-1248,1420,4
miR-1249-5p,miR-1249,499,9
miR-1249-3p,miR-1249,499,9
miR-1249-5p,miR-1249,499,9
miR-1249,miR-1249,499,9
miR-1249,miR-1249,499,9
miR-1249-5p,miR-1249,499,9
miR-1249-5p,miR-1249,499,9
miR-1249-5p,miR-1249,499,9
Gbi-miRN1249,miR-1249,499,9
miR-1250-5p,miR-1250,915,5
miR-1250-3p,miR-1250,915,5
miR-1250,miR-1250,915,5
miR-1250,miR-1250,915,5
Gbi-miRN1250,miR-1250,915,5
miR-1251-5p,miR-1251,916,5
miR-1251-3p,miR-1251,916,5
miR-1251-5p,miR-1251,916,5
miR-1251-3p,miR-1251,916,5
Gbi-miRN1251,miR-1251,916,5
miR-1252-5p,miR-1252,917,5
miR-1252-3p,miR-1252,917,5
miR-1252,miR-1252,917,5
miR-1252,miR-1252,917,5
Gbi-miRN1252,miR-1252,917,5
miR-1253,miR-1253,1421,4
miR-1253,miR-1253,1421,4
miR-1253,miR-1253,1421,4
Gbi-miRN1253a,miR-1253,1421,4
Gma-miRN1254,miR-1254,8796,1
miR-1255a,miR-1255,405,11
miR-1255b-5p,miR-1255,405,11
miR-1255b-2-3p,miR-1255,405,11
miR-1255b,miR-1255,405,11
miR-1255a,miR-1255,405,11
miR-1255b,miR-1255,405,11
miR-1255a,miR-1255,405,11
miR-1255a-5p,miR-1255,405,11
miR-1255a-3p,miR-1255,405,11
miR-1255b,miR-1255,405,11
Gma-miRN1255,miR-1255,405,11
miR-1256,miR-1256,2384,3
miR-1256,miR-1256,2384,3
Gma-miRN1256,miR-1256,2384,3
miR-1257,miR-1257,4269,2
Gma-miRN1257,miR-1257,4269,2
miR-1258,miR-1258,740,6
miR-1258-5p,miR-1258,740,6
miR-1258-3p,miR-1258,740,6
miR-1258a,miR-1258,740,6
miR-1258b,miR-1258,740,6
Gma-miRN1258,miR-1258,740,6
Gma-miRN1259,miR-1259,8797,1
miR-1260a,miR-1260,632,7
miR-1260b,miR-1260,632,7
miR-1260,miR-1260,632,7
miR-1260b,miR-1260,632,7
Gma-miRN1260a,miR-1260,632,7
Gma-miRN1260f,miR-1260,632,7
Gma-miRN1260g,miR-1260,632,7
miR-1261,miR-1261,1422,4
miR-1261,miR-1261,1422,4
miR-1261,miR-1261,1422,4
Gma-miRN1261,miR-1261,1422,4
miR-1262,miR-1262,1423,4
miR-1262-5p,miR-1262,1423,4
miR-1262-3p,miR-1262,1423,4
Gma-miRN1262,miR-1262,1423,4
miR-1263,miR-1263,4270,2
Gma-miRN1263,miR-1263,4270,2
miR-1264,miR-1264,741,6
miR-1264-5p,miR-1264,741,6
miR-1264-3p,miR-1264,741,6
miR-1264,miR-1264,741,6
miR-1264,miR-1264,741,6
Gma-miRN1264,miR-1264,741,6
miR-1265,miR-1265,2385,3
miR-1265,miR-1265,2385,3
Gma-miRN1265,miR-1265,2385,3
miR-1266-5p,miR-1266,918,5
miR-1266-3p,miR-1266,918,5
miR-1266,miR-1266,918,5
miR-1266,miR-1266,918,5
Gma-miRN1266,miR-1266,918,5
miR-1267,miR-1267,2386,3
miR-1267,miR-1267,2386,3
Gma-miRN1267a,miR-1267,2386,3
miR-1268a,miR-1268,1424,4
miR-1268,miR-1268,1424,4
miR-1268b,miR-1268,1424,4
Gma-miRN1268,miR-1268,1424,4
miR-1269a,miR-1269,2387,3
miR-1269,miR-1269,2387,3
Gma-miRN1269a,miR-1269,2387,3
miR-1270,miR-1270,2388,3
miR-1270,miR-1270,2388,3
Gma-miRN1270,miR-1270,2388,3
miR-1271-5p,miR-1271,228,18
miR-1271-3p,miR-1271,228,18
miR-1271,miR-1271,228,18
miR-1271,miR-1271,228,18
miR-1271a,miR-1271,228,18
miR-1271-5p,miR-1271,228,18
miR-1271-3p,miR-1271,228,18
miR-1271,miR-1271,228,18
miR-1271-3p,miR-1271,228,18
miR-1271b,miR-1271,228,18
miR-1271,miR-1271,228,18
miR-1271-5p,miR-1271,228,18
miR-1271-3p,miR-1271,228,18
miR-1271-5p,miR-1271,228,18
miR-1271-5p,miR-1271,228,18
miR-1271-3p,miR-1271,228,18
miR-1271-3p,miR-1271,228,18
Gma-miRN1271,miR-1271,228,18
miR-1272,miR-1272,4271,2
Gma-miRN1272,miR-1272,4271,2
miR-1273c,miR-1273,1425,4
miR-1273h-5p,miR-1273,1425,4
miR-1273h-3p,miR-1273,1425,4
Gma-miRN1273a,miR-1273,1425,4
Gma-miRN1274,miR-1274,8798,1
miR-1275,miR-1275,4272,2
Gma-miRN1275a,miR-1275,4272,2
miR-1276,miR-1276,4273,2
Gma-miRN1276,miR-1276,4273,2
miR-1277-5p,miR-1277,742,6
miR-1277-3p,miR-1277,742,6
miR-1277,miR-1277,742,6
miR-1277-5p,miR-1277,742,6
miR-1277-5p,miR-1277,742,6
Gma-miRN1277a,miR-1277,742,6
miR-1278,miR-1278,1426,4
miR-1278,miR-1278,1426,4
miR-1278,miR-1278,1426,4
Gma-miRN1278a,miR-1278,1426,4
miR-1279,miR-1279,4274,2
Gma-miRN1279,miR-1279,4274,2
Gma-miRN1280,miR-1280,8799,1
miR-1281,miR-1281,4275,2
Gma-miRN1281,miR-1281,4275,2
miR-1282,miR-1282,4276,2
Gma-miRN1282,miR-1282,4276,2
miR-1283,miR-1283,2389,3
miR-1283,miR-1283,2389,3
Gma-miRN1283,miR-1283,2389,3
miR-1284,miR-1284,1427,4
miR-1284,miR-1284,1427,4
miR-1284,miR-1284,1427,4
Gma-miRN1284,miR-1284,1427,4
miR-1285-5p,miR-1285,743,6
miR-1285-3p,miR-1285,743,6
miR-1285,miR-1285,743,6
miR-1285a,miR-1285,743,6
miR-1285,miR-1285,743,6
Gma-miRN1285,miR-1285,743,6
miR-1286,miR-1286,4277,2
Gma-miRN1286,miR-1286,4277,2
miR-1287-5p,miR-1287,919,5
miR-1287-3p,miR-1287,919,5
miR-1287,miR-1287,919,5
miR-1287,miR-1287,919,5
Gma-miRN1287,miR-1287,919,5
miR-1288-5p,miR-1288,2390,3
miR-1288-3p,miR-1288,2390,3
Gma-miRN1288,miR-1288,2390,3
miR-1289,miR-1289,2391,3
miR-1289,miR-1289,2391,3
Gma-miRN1289a,miR-1289,2391,3
miR-1290,miR-1290,2392,3
miR-1290,miR-1290,2392,3
Gma-miRN1290a,miR-1290,2392,3
miR-1291,miR-1291,633,7
miR-1291,miR-1291,633,7
miR-1291b,miR-1291,633,7
miR-1291,miR-1291,633,7
miR-1291,miR-1291,633,7
miR-1291,miR-1291,633,7
Gma-miRN1291,miR-1291,633,7
miR-1292-5p,miR-1292,1428,4
miR-1292-3p,miR-1292,1428,4
miR-1292,miR-1292,1428,4
Gma-miRN1292,miR-1292,1428,4
miR-1293,miR-1293,2393,3
miR-1293,miR-1293,2393,3
Gma-miRN1293,miR-1293,2393,3
miR-1294,miR-1294,2394,3
Gma-miRN1294a,miR-1294,2394,3
Gma-miRN1294e,miR-1294,2394,3
miR-1295a,miR-1295,1429,4
miR-1295b-5p,miR-1295,1429,4
miR-1295b-3p,miR-1295,1429,4
Gma-miRN1295,miR-1295,1429,4
miR-1296-5p,miR-1296,406,11
miR-1296-3p,miR-1296,406,11
miR-1296-3p,miR-1296,406,11
miR-1296-5p,miR-1296,406,11
miR-1296,miR-1296,406,11
miR-1296-5p,miR-1296,406,11
miR-1296-3p,miR-1296,406,11
miR-1296-3p,miR-1296,406,11
miR-1296-3p,miR-1296,406,11
miR-1296-3p,miR-1296,406,11
Gma-miRN1296a,miR-1296,406,11
miR-1297,miR-1297,1430,4
miR-1297,miR-1297,1430,4
miR-1297,miR-1297,1430,4
Gma-miRN1297,miR-1297,1430,4
miR-1298-5p,miR-1298,500,9
miR-1298-3p,miR-1298,500,9
miR-1298-3p,miR-1298,500,9
miR-1298,miR-1298,500,9
miR-1298-3p,miR-1298,500,9
miR-1298-5p,miR-1298,500,9
miR-1298-5p,miR-1298,500,9
miR-1298-3p,miR-1298,500,9
Gma-miRN1298a,miR-1298,500,9
miR-1299,miR-1299,1431,4
miR-1299,miR-1299,1431,4
miR-1299,miR-1299,1431,4
Gma-miRN1299a,miR-1299,1431,4
Gma-miRN1300,miR-1300,8800,1
miR-1301-5p,miR-1301,407,11
miR-1301-3p,miR-1301,407,11
miR-1301,miR-1301,407,11
miR-1301,miR-1301,407,11
miR-1301,miR-1301,407,11
miR-1301,miR-1301,407,11
miR-1301-5p,miR-1301,407,11
miR-1301-3p,miR-1301,407,11
miR-1301-5p,miR-1301,407,11
miR-1301-5p,miR-1301,407,11
Gma-miRN1301,miR-1301,407,11
miR-1302,miR-1302,744,6
miR-1302,miR-1302,744,6
miR-1302b,miR-1302,744,6
miR-1302c,miR-1302,744,6
miR-1302e,miR-1302,744,6
Gma-miRN1302,miR-1302,744,6
miR-1303,miR-1303,2395,3
miR-1303,miR-1303,2395,3
Gma-miRN1303,miR-1303,2395,3
miR-1304-5p,miR-1304,920,5
miR-1304-3p,miR-1304,920,5
miR-1304,miR-1304,920,5
miR-1304,miR-1304,920,5
Gma-miRN1304,miR-1304,920,5
miR-1305,miR-1305,2396,3
miR-1305,miR-1305,2396,3
Gma-miRN1305a,miR-1305,2396,3
miR-1306-5p,miR-1306,286,15
miR-1306-3p,miR-1306,286,15
miR-1306-5p,miR-1306,286,15
miR-1306-3p,miR-1306,286,15
miR-1306,miR-1306,286,15
miR-1306-5p,miR-1306,286,15
miR-1306-3p,miR-1306,286,15
miR-1306,miR-1306,286,15
miR-1306-3p,miR-1306,286,15
miR-1306-5p,miR-1306,286,15
miR-1306-3p,miR-1306,286,15
miR-1306-3p,miR-1306,286,15
miR-1306-5p,miR-1306,286,15
miR-1306-3p,miR-1306,286,15
Gma-miRN1306,miR-1306,286,15
miR-1307-5p,miR-1307,461,10
miR-1307-3p,miR-1307,461,10
miR-1307,miR-1307,461,10
miR-1307,miR-1307,461,10
miR-1307-5p,miR-1307,461,10
miR-1307-3p,miR-1307,461,10
miR-1307-3p,miR-1307,461,10
miR-1307-5p,miR-1307,461,10
miR-1307,miR-1307,461,10
Gma-miRN1307,miR-1307,461,10
Gma-miRN1308,miR-1308,8801,1
Gma-miRN1309,miR-1309,4278,2
pta-miR1309,miR-1309,4278,2
Gma-miRN1310,miR-1310,4279,2
pta-miR1310,miR-1310,4279,2
Gma-miRN1311,miR-1311,4280,2
pab-miR1311,miR-1311,4280,2
Gma-miRN1312,miR-1312,2397,3
Pab-miR1312a,miR-1312,2397,3
Pab-miR1312b,miR-1312,2397,3
Gma-miRN1313,miR-1313,2398,3
Pab-miR1313a,miR-1313,2398,3
pta-miR1313,miR-1313,2398,3
Gma-miRN1314,miR-1314,1432,4
Pab-miR1314,miR-1314,1432,4
Gbi-miR1314,miR-1314,1432,4
pta-miR1314,miR-1314,1432,4
Gma-miRN1315,miR-1315,4281,2
pta-miR1315,miR-1315,4281,2
Gma-miRN1316,miR-1316,4282,2
pta-miR1316,miR-1316,4282,2
Gma-miRN1317a,miR-1317,4283,2
osa-miR1317,miR-1317,4283,2
Gma-miRN1318,miR-1318,8802,1
Gma-miRN1319,miR-1319,4284,2
osa-miR1319,miR-1319,4284,2
Gma-miRN1320,miR-1320,2399,3
Ogl-miR1320a,miR-1320,2399,3
osa-miR1320-3p,miR-1320,2399,3
miR-1321,miR-1321,4285,2
Gma-miRN1321,miR-1321,4285,2
miR-1322,miR-1322,1433,4
miR-1322,miR-1322,1433,4
Pvu-miRN1322,miR-1322,1433,4
Gma-miRN1322,miR-1322,1433,4
miR-1323,miR-1323,1434,4
miR-1323-5p,miR-1323,1434,4
miR-1323-3p,miR-1323,1434,4
Gma-miRN1323,miR-1323,1434,4
miR-1324,miR-1324,2400,3
miR-1324,miR-1324,2400,3
Gma-miRN1324,miR-1324,2400,3
miR-1325,miR-1325,4286,2
Gma-miRN1325a,miR-1325,4286,2
miR-1326,miR-1326,4287,2
Gma-miRN1326,miR-1326,4287,2
miR-1327-5p,miR-1327,1435,4
miR-1327-3p,miR-1327,1435,4
miR-1327,miR-1327,1435,4
Gma-miRN1327,miR-1327,1435,4
miR-1328,miR-1328,4288,2
Gma-miRN1328a,miR-1328,4288,2
miR-1329-5p,miR-1329,214,19
miR-1329-3p,miR-1329,214,19
miR-1329-5p,miR-1329,214,19
miR-1329-3p,miR-1329,214,19
miR-1329-5p,miR-1329,214,19
miR-1329-3p,miR-1329,214,19
miR-1329,miR-1329,214,19
miR-1329-5p,miR-1329,214,19
miR-1329-3p,miR-1329,214,19
miR-1329,miR-1329,214,19
miR-1329-5p,miR-1329,214,19
miR-1329-5p,miR-1329,214,19
miR-1329-3p,miR-1329,214,19
miR-1329-5p,miR-1329,214,19
miR-1329-3p,miR-1329,214,19
miR-1329-5p,miR-1329,214,19
miR-1329-5p,miR-1329,214,19
miR-1329-3p,miR-1329,214,19
Gma-miRN1329,miR-1329,214,19
miR-1330,miR-1330,4289,2
Gma-miRN1330,miR-1330,4289,2
miR-1331,miR-1331,4290,2
Gma-miRN1331,miR-1331,4290,2
miR-1332-5p,miR-1332,2401,3
miR-1332-3p,miR-1332,2401,3
Gma-miRN1332,miR-1332,2401,3
miR-1333,miR-1333,4291,2
Gma-miRN1333,miR-1333,4291,2
miR-1334,miR-1334,4292,2
Gma-miRN1334,miR-1334,4292,2
miR-1335,miR-1335,4293,2
Gma-miRN1335,miR-1335,4293,2
miR-1336,miR-1336,4294,2
Gma-miRN1336,miR-1336,4294,2
miR-1337,miR-1337,4295,2
Gma-miRN1337a,miR-1337,4295,2
miR-1338-5p,miR-1338,921,5
miR-1338-3p,miR-1338,921,5
miR-1338-5p,miR-1338,921,5
miR-1338-3p,miR-1338,921,5
Gma-miRN1338,miR-1338,921,5
miR-1339-5p,miR-1339,2402,3
miR-1339-3p,miR-1339,2402,3
Gma-miRN1339,miR-1339,2402,3
miR-1340-5p,miR-1340,2403,3
miR-1340-3p,miR-1340,2403,3
Gma-miRN1340,miR-1340,2403,3
miR-1341,miR-1341,4296,2
Gma-miRN1341a,miR-1341,4296,2
miR-1342,miR-1342,4297,2
Gma-miRN1342,miR-1342,4297,2
miR-1343-5p,miR-1343,287,15
miR-1343-3p,miR-1343,287,15
miR-1343-5p,miR-1343,287,15
miR-1343-3p,miR-1343,287,15
miR-1343-5p,miR-1343,287,15
miR-1343-3p,miR-1343,287,15
miR-1343,miR-1343,287,15
miR-1343,miR-1343,287,15
miR-1343,miR-1343,287,15
miR-1343-5p,miR-1343,287,15
miR-1343-3p,miR-1343,287,15
miR-1343-5p,miR-1343,287,15
miR-1343-3p,miR-1343,287,15
miR-1343-5p,miR-1343,287,15
Gma-miRN1343a,miR-1343,287,15
miR-1344,miR-1344,4298,2
Gma-miRN1344,miR-1344,4298,2
miR-1345,miR-1345,4299,2
Gma-miRN1345,miR-1345,4299,2
miR-1346,miR-1346,4300,2
Gma-miRN1346,miR-1346,4300,2
miR-1347,miR-1347,4301,2
Gma-miRN1347,miR-1347,4301,2
miR-1348,miR-1348,4302,2
